,links,longitude,latitude
223,https://minibieb.nl/minibieb/van-hogendorpstraat-133-amsterdam/,52.38304,4.874055
224,https://minibieb.nl/minibieb/jaagpad-12-amsterdam/,52.345226,4.849284
225,https://minibieb.nl/minibieb/j-marisstraat-27-amsterdam/,52.35448,4.8524456
226,https://minibieb.nl/minibieb/rozenstraat-59-amsterdam/,52.372707,4.8812304
227,https://minibieb.nl/minibieb/amstelkade-80-amsterdam/,52.348007,4.89832
228,https://minibieb.nl/minibieb/slingerbeekstraat-1-amsterdam/,52.347755,4.897054
229,https://minibieb.nl/minibieb/poggenbeekstraat-21-amsterdam/,52.348953,4.8975
230,https://minibieb.nl/minibieb/waverstraat-76-amsterdam/,52.34588,4.9072866
231,https://minibieb.nl/minibieb/saffierstraat-77-amsterdam/,52.351364,4.9080553
232,https://minibieb.nl/minibieb/vrolikstraat-397-amsterdam/,52.35714,4.9210057
233,https://minibieb.nl/minibieb/lutmastraat-61a-amsterdam/,52.35067,4.89529
234,https://minibieb.nl/minibieb/legmeerstraat-6-amsterdam/,52.354553,4.8511753
235,https://minibieb.nl/minibieb/kwekerijlaan-40-amsterdam/,52.408016,4.900701
236,https://minibieb.nl/minibieb/wijnkersstraat-24-amsterdam/,52.406975,4.9009056
237,https://minibieb.nl/minibieb/vegastraat-83-amsterdam/,52.411182,4.8872256
238,https://minibieb.nl/minibieb/zuideinde-461-amsterdam/,52.418255,4.895113
239,https://minibieb.nl/minibieb/nieuwendammerkade-5-amsterdam/,52.387436,4.938245
240,https://minibieb.nl/minibieb/stentorstraat-75-amsterdam/,52.4195,4.900389
241,https://minibieb.nl/minibieb/meerpad-11-amsterdam-3/,52.392414,4.934394
242,https://minibieb.nl/minibieb/carolina-macgillevrylaan-2-amsterdam/,52.357513,4.9422436
243,https://minibieb.nl/minibieb/pieter-lastmankade-196-amsterdam/,52.347843,4.858413
244,https://minibieb.nl/minibieb/rijnsburgerstraat-34-amsterdam/,52.34782,4.849743
245,https://minibieb.nl/minibieb/rietwijkerstraat-27-amsterdam/,52.34907,4.850004
246,https://minibieb.nl/minibieb/paramariboplein-49-amsterdam/,52.35964,4.854292
247,https://minibieb.nl/minibieb/tolhuisweg-2-amsterdam/,52.384117,4.905778
248,https://minibieb.nl/minibieb/oude-schans-39-amsterdam/,52.37082,4.9044433
249,https://minibieb.nl/minibieb/laagte-kadijk-37-amsterdam/,52.369343,4.914333
250,https://minibieb.nl/minibieb/govert-flinckstraat-249-amsterdam/,52.35633,4.898034
251,https://minibieb.nl/minibieb/nicolaas-witsenstraat-20-amsterdam/,52.358395,4.8960357
252,https://minibieb.nl/minibieb/weesperzijde-39-amsterdam/,52.35605,4.90737
253,https://minibieb.nl/minibieb/max-planckstraat-9-amsterdam/,52.352306,4.945557
254,https://minibieb.nl/minibieb/juliana-van-stolbergstraat-3-amsterdam/,52.381714,4.8579464
